player_name,sport,league,avg_annual_pay,agency_name,agency_url
Sam Martin,Football,NFL,1600000,Ace PR,https://www.athleteagent.com/agencies/526/clients
Scott Daly,Football,NFL,1170000,Ace PR,https://www.athleteagent.com/agencies/526/clients
Sheldon Day,Football,NFL,1255000,Ace PR,https://www.athleteagent.com/agencies/526/clients
Sterling Shepard,Football,NFL,1750000,Ace PR,https://www.athleteagent.com/agencies/526/clients
Tarik Black,Football,NFL,0,Ace PR,https://www.athleteagent.com/agencies/526/clients
Theo Johnson,Football,NFL,1212859,Ace PR,https://www.athleteagent.com/agencies/526/clients
Tre Harris,Football,NFL,1954424,Ace PR,https://www.athleteagent.com/agencies/526/clients
Tremaine Edmunds,Football,NFL,18000000,Ace PR,https://www.athleteagent.com/agencies/526/clients
Trey Benson,Football,NFL,0,Ace PR,https://www.athleteagent.com/agencies/526/clients
Tua Tagovailoa,Football,NFL,53100000,Ace PR,https://www.athleteagent.com/agencies/526/clients
Ty Hamilton,Football,NFL,1159647,Ace PR,https://www.athleteagent.com/agencies/526/clients
Tylan Wallace,Football,NFL,1041341,Ace PR,https://www.athleteagent.com/agencies/526/clients
Tyler Allgeier,Football,NFL,998474,Ace PR,https://www.athleteagent.com/agencies/526/clients
Tyler Biadasz,Football,NFL,9750000,Ace PR,https://www.athleteagent.com/agencies/526/clients
Tyler Guyton,Football,NFL,3288952,Ace PR,https://www.athleteagent.com/agencies/526/clients
Tyler Lockett,Football,NFL,1255000,Ace PR,https://www.athleteagent.com/agencies/526/clients
Tyler Smith,Football,NFL,2677825,Ace PR,https://www.athleteagent.com/agencies/526/clients
Walter Nolen,Football,NFL,0,Ace PR,https://www.athleteagent.com/agencies/526/clients
Will Johnson,Football,NFL,2352692,Ace PR,https://www.athleteagent.com/agencies/526/clients
Xavier McKinney,Football,NFL,16750000,Ace PR,https://www.athleteagent.com/agencies/526/clients
Xavier Watts,Football,NFL,1547139,Ace PR,https://www.athleteagent.com/agencies/526/clients
Xavier Woods,Football,NFL,5000000,Ace PR,https://www.athleteagent.com/agencies/526/clients
Zach Harrison,Football,NFL,1392112,Ace PR,https://www.athleteagent.com/agencies/526/clients
Myles Price,Football,NFL,988333,Advantage One Group,https://www.athleteagent.com/agencies/841/clients
Alec Anderson,Football,NFL,859333,Agency 1 Athlete Management Group,https://www.athleteagent.com/agencies/15/clients
Darrick Forrest,Football,NFL,947768,Agency 1 Athlete Management Group,https://www.athleteagent.com/agencies/15/clients
Denzel Perryman,Football,NFL,2655000,Agency 1 Athlete Management Group,https://www.athleteagent.com/agencies/15/clients
Ernest Jones IV,Football,NFL,1196463,Agency 1 Athlete Management Group,https://www.athleteagent.com/agencies/15/clients
Isaiah Land,Football,NFL,0,Agency 1 Athlete Management Group,https://www.athleteagent.com/agencies/15/clients
Jammie Robinson,Football,NFL,0,Agency 1 Athlete Management Group,https://www.athleteagent.com/agencies/15/clients
Jayden Daniels,Football,NFL,9436663,Agency 1 Athlete Management Group,https://www.athleteagent.com/agencies/15/clients
Jaylen McCollough,Football,NFL,948333,Agency 1 Athlete Management Group,https://www.athleteagent.com/agencies/15/clients
Jeremiah Martin,Football,NFL,0,Agency 1 Athlete Management Group,https://www.athleteagent.com/agencies/15/clients
Kadeem Telfort,Football,NFL,0,Agency 1 Athlete Management Group,https://www.athleteagent.com/agencies/15/clients
Kawaan Baker,Football,NFL,0,Agency 1 Athlete Management Group,https://www.athleteagent.com/agencies/15/clients
Lavonte David,Football,NFL,8500000,Agency 1 Athlete Management Group,https://www.athleteagent.com/agencies/15/clients
Maurice Alexander,Football,NFL,0,Agency 1 Athlete Management Group,https://www.athleteagent.com/agencies/15/clients
Phillip Dorsett,Football,NFL,1217500,Agency 1 Athlete Management Group,https://www.athleteagent.com/agencies/15/clients
Richard Gouraige,Football,NFL,907500,Agency 1 Athlete Management Group,https://www.athleteagent.com/agencies/15/clients
Austen Pleasants,Football,NFL,960000,Aggressive Sports Inc.,https://www.athleteagent.com/agencies/843/clients
Owen Wright,Football,NFL,0,Alden Carpenter,https://www.athleteagent.com/agencies/1300/clients
Nate Noel,Football,NFL,0,All In Management Group,https://www.athleteagent.com/agencies/1253/clients
Derrick McLendon,Football,NFL,0,All Pro Sports & Entertainment,https://www.athleteagent.com/agencies/16/clients
Dorian Singer,Football,NFL,0,All Pro Sports & Entertainment,https://www.athleteagent.com/agencies/16/clients
Jakobie Keeney-James,Football,NFL,0,All Pro Sports & Entertainment,https://www.athleteagent.com/agencies/16/clients
T.J. Moore,Football,NFL,988667,All Pro Sports & Entertainment,https://www.athleteagent.com/agencies/16/clients
Adoree' Jackson,Football,NFL,1755000,Alliance Sports,https://www.athleteagent.com/agencies/21/clients
Antonio Johnson,Football,NFL,1035458,Alliance Sports,https://www.athleteagent.com/agencies/21/clients
Clyde Edwards-Helaire,Football,NFL,2164314,Alliance Sports,https://www.athleteagent.com/agencies/21/clients
Cobee Bryant,Football,NFL,922500,Alliance Sports,https://www.athleteagent.com/agencies/21/clients
Ja'Marr Chase,Football,NFL,40250000,Alliance Sports,https://www.athleteagent.com/agencies/21/clients
Jameson Williams,Football,NFL,3492358,Alliance Sports,https://www.athleteagent.com/agencies/21/clients
Julian Blackmon,Football,NFL,3170000,Alliance Sports,https://www.athleteagent.com/agencies/21/clients
Tee Higgins,Football,NFL,28750000,Alliance Sports,https://www.athleteagent.com/agencies/21/clients
Tyler Steen,Football,NFL,1437611,Alliance Sports,https://www.athleteagent.com/agencies/21/clients
Jacob McQuaide,Football,NFL,465833,Alliance Sports Management,https://www.athleteagent.com/agencies/22/clients
Antonio Williams,Football,NFL,0,Alpha One Sports,https://www.athleteagent.com/agencies/1932/clients
D'Eryk Jackson,Football,NFL,0,Apex Sports Group,https://www.athleteagent.com/agencies/28/clients
Dallin Holker,Football,NFL,0,Apex Sports Group,https://www.athleteagent.com/agencies/28/clients
Erik McCoy,Football,NFL,12750000,Apex Sports Group,https://www.athleteagent.com/agencies/28/clients
J.J. Taylor,Football,NFL,1146250,Apex Sports Group,https://www.athleteagent.com/agencies/28/clients
Joseph Noteboom,Football,NFL,2000000,Apex Sports Group,https://www.athleteagent.com/agencies/28/clients
Josh Minkins,Football,NFL,0,Apex Sports Group,https://www.athleteagent.com/agencies/28/clients
Josh Reynolds,Football,NFL,3000000,Apex Sports Group,https://www.athleteagent.com/agencies/28/clients
Julius Wood,Football,NFL,0,Apex Sports Group,https://www.athleteagent.com/agencies/28/clients
Justin Rogers,Football,NFL,0,Apex Sports Group,https://www.athleteagent.com/agencies/28/clients
Keith Randolph Jr.,Football,NFL,0,Apex Sports Group,https://www.athleteagent.com/agencies/28/clients
Kendall Milton,Football,NFL,0,Apex Sports Group,https://www.athleteagent.com/agencies/28/clients
Miles Boykin,Football,NFL,1080000,Apex Sports Group,https://www.athleteagent.com/agencies/28/clients
Ryan McCollum,Football,NFL,1030000,Apex Sports Group,https://www.athleteagent.com/agencies/28/clients
Sheldon Rankins,Football,NFL,5250000,Apex Sports Group,https://www.athleteagent.com/agencies/28/clients
Thomas Fidone II,Football,NFL,1087379,Apex Sports Group,https://www.athleteagent.com/agencies/28/clients
Warren McClendon,Football,NFL,1021244,Apex Sports Group,https://www.athleteagent.com/agencies/28/clients
Will Clapp,Football,NFL,1180000,Apex Sports Group,https://www.athleteagent.com/agencies/28/clients
Kawaan Baker,Football,NFL,0,Ares Group,https://www.athleteagent.com/agencies/427/clients
Raiqwon O'Neal,Football,NFL,0,Armstrong Sports & Entertainment,https://www.athleteagent.com/agencies/1153/clients
Cameron Goode,Football,NFL,943314,"Ascension Enterprises, Inc",https://www.athleteagent.com/agencies/611/clients
Eric Banks,Football,NFL,895000,"Ascension Enterprises, Inc",https://www.athleteagent.com/agencies/611/clients
Jon Weeks,Football,NFL,1422500,"Ascension Enterprises, Inc",https://www.athleteagent.com/agencies/611/clients
Jonathan Owens,Football,NFL,2375000,"Ascension Enterprises, Inc",https://www.athleteagent.com/agencies/611/clients
Kendell Brooks,Football,NFL,1017500,"Ascension Enterprises, Inc",https://www.athleteagent.com/agencies/611/clients
Kristian Wilkerson,Football,NFL,1147500,"Ascension Enterprises, Inc",https://www.athleteagent.com/agencies/611/clients
Amik Robertson,Football,NFL,4625000,AthElite Agency,https://www.athleteagent.com/agencies/354/clients
Anthony Bradford,Football,NFL,1160996,AthElite Agency,https://www.athleteagent.com/agencies/354/clients
Baylon Spector,Football,NFL,940931,AthElite Agency,https://www.athleteagent.com/agencies/354/clients
Bryce Ford-Wheaton,Football,NFL,905000,AthElite Agency,https://www.athleteagent.com/agencies/354/clients
Chris Johnson,Football,NFL,0,AthElite Agency,https://www.athleteagent.com/agencies/354/clients
Cordale Flott,Football,NFL,1310460,AthElite Agency,https://www.athleteagent.com/agencies/354/clients
Emani Bailey,Football,NFL,0,AthElite Agency,https://www.athleteagent.com/agencies/354/clients
Jalen Pitre,Football,NFL,2238610,AthElite Agency,https://www.athleteagent.com/agencies/354/clients
Jarrian Jones,Football,NFL,1399078,AthElite Agency,https://www.athleteagent.com/agencies/354/clients
Jarrick Bernard-Converse,Football,NFL,1001278,AthElite Agency,https://www.athleteagent.com/agencies/354/clients
Jerrick Reed II,Football,NFL,1030000,AthElite Agency,https://www.athleteagent.com/agencies/354/clients
Jimmy Holiday,Football,NFL,0,AthElite Agency,https://www.athleteagent.com/agencies/354/clients
Major Burns,Football,NFL,0,AthElite Agency,https://www.athleteagent.com/agencies/354/clients
Malcolm Roach,Football,NFL,3500000,AthElite Agency,https://www.athleteagent.com/agencies/354/clients
Markel Bell,Football,NFL,0,AthElite Agency,https://www.athleteagent.com/agencies/354/clients
Micah Robinson,Football,NFL,922500,AthElite Agency,https://www.athleteagent.com/agencies/354/clients
Nelson Ceaser,Football,NFL,0,AthElite Agency,https://www.athleteagent.com/agencies/354/clients
Nick Muse,Football,NFL,941733,AthElite Agency,https://www.athleteagent.com/agencies/354/clients
O'Cyrus Torrence,Football,NFL,1555245,AthElite Agency,https://www.athleteagent.com/agencies/354/clients
Percy Butler,Football,NFL,1112254,AthElite Agency,https://www.athleteagent.com/agencies/354/clients
Saahdiq Charles,Football,NFL,1023593,AthElite Agency,https://www.athleteagent.com/agencies/354/clients
Shavon Revel Jr.,Football,NFL,0,AthElite Agency,https://www.athleteagent.com/agencies/354/clients
Tay Martin,Football,NFL,750000,AthElite Agency,https://www.athleteagent.com/agencies/354/clients
Tedarrell Slaton,Football,NFL,7050000,AthElite Agency,https://www.athleteagent.com/agencies/354/clients
K'Lavon Chaisson,Football,NFL,3000000,Athlete Relations,https://www.athleteagent.com/agencies/1136/clients
Laquon Treadwell,Football,NFL,1165000,Athlete Relations,https://www.athleteagent.com/agencies/1136/clients
Mykal Walker,Football,NFL,1010270,Athlete Relations,https://www.athleteagent.com/agencies/1136/clients
Travis Homer,Football,NFL,1750000,Athletes Capital Agency,https://www.athleteagent.com/agencies/1134/clients
A'Shawn Robinson,Football,NFL,7500000,Athletes First,https://www.athleteagent.com/agencies/36/clients
A.J. Brown,Football,NFL,32000000,Athletes First,https://www.athleteagent.com/agencies/36/clients
A.J. Terrell,Football,NFL,3576437,Athletes First,https://www.athleteagent.com/agencies/36/clients
AJ Dillon,Football,NFL,1321458,Athletes First,https://www.athleteagent.com/agencies/36/clients
Aaron Banks,Football,NFL,19250000,Athletes First,https://www.athleteagent.com/agencies/36/clients
Aaron Brewer,Football,NFL,4304000,Athletes First,https://www.athleteagent.com/agencies/36/clients
Aaron Rodgers,Football,NFL,13650000,Athletes First,https://www.athleteagent.com/agencies/36/clients
Adam Thielen,Football,NFL,8333333,Athletes First,https://www.athleteagent.com/agencies/36/clients
Adetomiwa Adebawore,Football,NFL,1159227,Athletes First,https://www.athleteagent.com/agencies/36/clients
Adonai Mitchell,Football,NFL,1846522,Athletes First,https://www.athleteagent.com/agencies/36/clients
Ajani Cornelius,Football,NFL,1103494,Athletes First,https://www.athleteagent.com/agencies/36/clients
Akeem Davis-Gaither,Football,NFL,5000000,Athletes First,https://www.athleteagent.com/agencies/36/clients
Alohi Gilman,Football,NFL,5062500,Athletes First,https://www.athleteagent.com/agencies/36/clients
Amarius Mims,Football,NFL,3842890,Athletes First,https://www.athleteagent.com/agencies/36/clients
Amen Ogbongbemiga,Football,NFL,813333,Athletes First,https://www.athleteagent.com/agencies/36/clients
Andre Cisco,Football,NFL,1309125,Athletes First,https://www.athleteagent.com/agencies/36/clients
Andrew Booth Jr.,Football,NFL,2076456,Athletes First,https://www.athleteagent.com/agencies/36/clients
Andrew Mukuba,Football,NFL,1790136,Athletes First,https://www.athleteagent.com/agencies/36/clients
Andrew Raym,Football,NFL,0,Athletes First,https://www.athleteagent.com/agencies/36/clients
Anthony Hill Jr.,Football,NFL,0,Athletes First,https://www.athleteagent.com/agencies/36/clients
Antoine Winfield Jr.,Football,NFL,21025000,Athletes First,https://www.athleteagent.com/agencies/36/clients
Anton Harrison,Football,NFL,2639704,Athletes First,https://www.athleteagent.com/agencies/36/clients
Antonio Hamilton,Football,NFL,1255000,Athletes First,https://www.athleteagent.com/agencies/36/clients
Antonio Williams,Football,NFL,0,Athletes First,https://www.athleteagent.com/agencies/36/clients
Arden Key,Football,NFL,7000000,Athletes First,https://www.athleteagent.com/agencies/36/clients
Ashtyn Davis,Football,NFL,1229346,Athletes First,https://www.athleteagent.com/agencies/36/clients
Austin Jackson,Football,NFL,12000000,Athletes First,https://www.athleteagent.com/agencies/36/clients
Austin Johnson,Football,NFL,2000000,Athletes First,https://www.athleteagent.com/agencies/36/clients
Avieon Terrell,Football,NFL,0,Athletes First,https://www.athleteagent.com/agencies/36/clients
Azareye'h Thomas,Football,NFL,1648412,Athletes First,https://www.athleteagent.com/agencies/36/clients
B.J. Hill,Football,NFL,10000000,Athletes First,https://www.athleteagent.com/agencies/36/clients
Barrett Carter,Football,NFL,1295529,Athletes First,https://www.athleteagent.com/agencies/36/clients
Ben Bredeson,Football,NFL,7333333,Athletes First,https://www.athleteagent.com/agencies/36/clients
Ben Cleveland,Football,NFL,1205134,Athletes First,https://www.athleteagent.com/agencies/36/clients
Bijan Robinson,Football,NFL,4391707,Athletes First,https://www.athleteagent.com/agencies/36/clients
Braden Smith,Football,NFL,14480000,Athletes First,https://www.athleteagent.com/agencies/36/clients
Braelon Allen,Football,NFL,1137177,Athletes First,https://www.athleteagent.com/agencies/36/clients
Bralen Trice,Football,NFL,1482435,Athletes First,https://www.athleteagent.com/agencies/36/clients
Brandon Aiyuk,Football,NFL,2506268,Athletes First,https://www.athleteagent.com/agencies/36/clients
Brandon Aubrey,Football,NFL,898333,Athletes First,https://www.athleteagent.com/agencies/36/clients
Brandon Cisse,Football,NFL,0,Athletes First,https://www.athleteagent.com/agencies/36/clients
Brandon Stephens,Football,NFL,12000000,Athletes First,https://www.athleteagent.com/agencies/36/clients
Brenden Jaimes,Football,NFL,1265927,Athletes First,https://www.athleteagent.com/agencies/36/clients
Brent Urban,Football,NFL,1255000,Athletes First,https://www.athleteagent.com/agencies/36/clients
Brett Rypien,Football,NFL,762500,Athletes First,https://www.athleteagent.com/agencies/36/clients
Brian Burns,Football,NFL,28200000,Athletes First,https://www.athleteagent.com/agencies/36/clients
Brian Robinson Jr.,Football,NFL,1261227,Athletes First,https://www.athleteagent.com/agencies/36/clients
Brian Thomas Jr.,Football,NFL,3664995,Athletes First,https://www.athleteagent.com/agencies/36/clients
Brock Wright,Football,NFL,940000,Athletes First,https://www.athleteagent.com/agencies/36/clients
Broderick Jones,Football,NFL,4156588,Athletes First,https://www.athleteagent.com/agencies/36/clients
Bryan Bresee,Football,NFL,2452712,Athletes First,https://www.athleteagent.com/agencies/36/clients
Bud Clark,Football,NFL,0,Athletes First,https://www.athleteagent.com/agencies/36/clients
Bud Dupree,Football,NFL,3000000,Athletes First,https://www.athleteagent.com/agencies/36/clients
Budda Baker,Football,NFL,18000000,Athletes First,https://www.athleteagent.com/agencies/36/clients
C.J. Stroud,Football,NFL,9069811,Athletes First,https://www.athleteagent.com/agencies/36/clients
Cade Stover,Football,NFL,1189734,Athletes First,https://www.athleteagent.com/agencies/36/clients
Caelen Carson,Football,NFL,1068569,Athletes First,https://www.athleteagent.com/agencies/36/clients
Caleb Banks,Football,NFL,0,Athletes First,https://www.athleteagent.com/agencies/36/clients
